scrape_date,source,item_name_website,group_en,group_th,option,weight_kg,selling_price,price_per_kg,link
2026-04-24,PPNSeafood,กุ้งก้ามกราม,Prawn,กุ้งก้ามกราม,16-20 ตัว (กก),,400.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%81%e0%b9%89%e0%b8%b2%e0%b8%a1%e0%b8%81%e0%b8%a3%e0%b8%b2%e0%b8%a1/
2026-04-24,PPNSeafood,กุ้งขาว,Vannamei Shrimp,กุ้งขาว,21-30 ตัว (กก),,480.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%82%e0%b8%b2%e0%b8%a7/
2026-04-24,PPNSeafood,กุ้งขาว,Vannamei Shrimp,กุ้งขาว,41-50 ตัว (กก),,380.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%82%e0%b8%b2%e0%b8%a7/
2026-04-24,PPNSeafood,กุ้งขาว,Vannamei Shrimp,กุ้งขาว,61-80 ตัว (กก),,350.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%82%e0%b8%b2%e0%b8%a7/
2026-04-24,PPNSeafood,กุ้งลายเสือ,Tiger Prawn,กุ้งลายเสือ,10-20 ตัว (กก),,900.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%a5%e0%b8%b2%e0%b8%a2%e0%b9%80%e0%b8%aa%e0%b8%b7%e0%b8%ad/
2026-04-24,PPNSeafood,กุ้งลายเสือ,Tiger Prawn,กุ้งลายเสือ,21-30 ตัว (กก),,600.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%a5%e0%b8%b2%e0%b8%a2%e0%b9%80%e0%b8%aa%e0%b8%b7%e0%b8%ad/
2026-04-24,PPNSeafood,กุ้งลายเสือ,Tiger Prawn,กุ้งลายเสือ,31-40 ตัว (กก),,480.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%a5%e0%b8%b2%e0%b8%a2%e0%b9%80%e0%b8%aa%e0%b8%b7%e0%b8%ad/
2026-04-24,PPNSeafood,เนื้อปลากะพงหั่นสด(500 กรัม),Sea Bass,ปลากะพง,-,,300.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%81%e0%b8%b0%e0%b8%9e%e0%b8%87%e0%b8%ab%e0%b8%b1%e0%b9%88%e0%b8%99%e0%b8%aa%e0%b8%94/
2026-04-24,PPNSeafood,กุ้งแชบ๊วย(500 กรัม),Banana Prawn,กุ้งแชบ๊วย,-,,480.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b9%81%e0%b8%8a%e0%b8%9a%e0%b9%8a%e0%b8%a7%e0%b8%a2/
2026-04-24,PPNSeafood,กุ้งก้ามกรามแกะ(300 กรัม),Prawn,กุ้งก้ามกราม,-,,260.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%81%e0%b9%89%e0%b8%b2%e0%b8%a1%e0%b8%81%e0%b8%a3%e0%b8%b2%e0%b8%a1%e0%b9%81%e0%b8%81%e0%b8%b0/
2026-04-24,PPNSeafood,กุ้งลายเสือแกะ(280 กรัม),Tiger Prawn,กุ้งลายเสือ,-,,240.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%a5%e0%b8%b2%e0%b8%a2%e0%b9%80%e0%b8%aa%e0%b8%b7%e0%b8%ad%e0%b9%81%e0%b8%81%e0%b8%b0/
2026-04-24,PPNSeafood,กุ้งแชบ๊วยแกะ(280 กรัม),Banana Prawn,กุ้งแชบ๊วย,-,,400.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b9%81%e0%b8%8a%e0%b8%9a%e0%b9%8a%e0%b8%a7%e0%b8%a2%e0%b9%81%e0%b8%81%e0%b8%b0/
2026-04-24,PPNSeafood,กุ้งขาวตาข่ายไซส์ L(500 กรัม),Vannamei Shrimp,กุ้งขาว,-,,350.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%82%e0%b8%b2%e0%b8%a7%e0%b8%95%e0%b8%b2%e0%b8%82%e0%b9%88%e0%b8%b2%e0%b8%a2%e0%b9%84%e0%b8%8b%e0%b8%aa%e0%b9%8c-l/
2026-04-24,PPNSeafood,ปลาเก๋า,Grouper,ปลาเก๋า,5 ขีด/ตัว,,270.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b9%80%e0%b8%81%e0%b9%8b%e0%b8%b2/
2026-04-24,PPNSeafood,ปลาเก๋า,Grouper,ปลาเก๋า,7 ขีด-1 กก/ตัว,,360.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b9%80%e0%b8%81%e0%b9%8b%e0%b8%b2/
2026-04-24,PPNSeafood,ปลากะพง,Sea Bass,ปลากะพง,5 ขีด/ตัว,,180.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%81%e0%b8%b0%e0%b8%9e%e0%b8%87/
2026-04-24,PPNSeafood,ปลากะพง,Sea Bass,ปลากะพง,1 กก/ตัว,,220.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%81%e0%b8%b0%e0%b8%9e%e0%b8%87/
2026-04-24,PPNSeafood,ปลาสำลี(500-700 กรัม),Black-banded Trevally,ปลาสำลี,-,,300.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%aa%e0%b8%b3%e0%b8%a5%e0%b8%b5/
2026-04-24,PPNSeafood,ปลาจาระเม็ดขาว(1 กก.),Pomfret,ปลาจาระเม็ด,-,,920.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%88%e0%b8%b2%e0%b8%a3%e0%b8%b0%e0%b9%80%e0%b8%a1%e0%b9%87%e0%b8%94%e0%b8%82%e0%b8%b2%e0%b8%a7/
2026-04-24,PPNSeafood,ปลาทราย(1 กก.),Sand Whiting,ปลาทราย,-,,310.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%97%e0%b8%a3%e0%b8%b2%e0%b8%a2/
2026-04-24,PPNSeafood,ปลานํ้าดอกไม้(1 กก.),Barracuda,ปลานํ้าดอกไม้,-,,450.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%99%e0%b9%8d%e0%b9%89%e0%b8%b2%e0%b8%94%e0%b8%ad%e0%b8%81%e0%b9%84%e0%b8%a1%e0%b9%89/
2026-04-24,PPNSeafood,เนื้อปลาเก๋า(1 กก.),Grouper,ปลาเก๋า,-,,850.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b9%80%e0%b8%81%e0%b9%8b%e0%b8%b2/
2026-04-24,PPNSeafood,เนื้อปลากะพง(1 กก.),Sea Bass,ปลากะพง,-,,500.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%81%e0%b8%b0%e0%b8%9e%e0%b8%87-1-%e0%b8%81%e0%b8%81/
2026-04-24,PPNSeafood,เนื้อปลากะพงแดง(1 กก.),Sea Bass,ปลากะพง,-,,950.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%81%e0%b8%b0%e0%b8%9e%e0%b8%87%e0%b9%81%e0%b8%94%e0%b8%87/
2026-04-24,PPNSeafood,เนื้อปลาเก๋าหั่น(400 กรัม),Grouper,ปลาเก๋า,-,,400.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b9%80%e0%b8%81%e0%b9%8b%e0%b8%b2%e0%b8%ab%e0%b8%b1%e0%b9%88%e0%b8%99/
2026-04-24,PPNSeafood,เนื้อปลาอินทรีย์หั่น(500 กรัม),Spanish Mackerel,ปลาอินทรี,-,,320.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ad%e0%b8%b4%e0%b8%99%e0%b8%97%e0%b8%a3%e0%b8%b5%e0%b8%a2%e0%b9%8c%e0%b8%ab%e0%b8%b1%e0%b9%88%e0%b8%99/
2026-04-24,PPNSeafood,เนื้อปลากราย(1 กก.),Minced Featherback Fish,เนื้อปลากราย,-,,330.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%b2%e0%b8%a2/
2026-04-24,PPNSeafood,ปลาแซลมอนฟินเลย์(1 ชิ้น),Salmon,แซลมอน,-,,950.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b9%81%e0%b8%8b%e0%b8%a5%e0%b8%a1%e0%b8%ad%e0%b8%99%e0%b8%9f%e0%b8%b4%e0%b8%99%e0%b9%80%e0%b8%a5%e0%b8%a2%e0%b9%8c/
2026-04-24,PPNSeafood,ปลาแซลมอนสเต็ก(800 กรัม),Salmon,แซลมอน,-,,430.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b9%81%e0%b8%8b%e0%b8%a5%e0%b8%a1%e0%b8%ad%e0%b8%99%e0%b8%aa%e0%b9%80%e0%b8%95%e0%b9%87%e0%b8%81/
2026-04-24,PPNSeafood,ปลาทูสด(1 กก.),Short-bodied Mackerel,ปลาทู,-,,220.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%97%e0%b8%b9%e0%b8%aa%e0%b8%94/
2026-04-24,PPNSeafood,ปลาดอลลี่(1 กก.),Dory Fillet,ปลาดอลลี่,-,,100.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%94%e0%b8%ad%e0%b8%a5%e0%b8%a5%e0%b8%b5%e0%b9%88/
2026-04-24,PPNSeafood,ปลาหมึกหอม(1 ตัว),Squid,หมึก,-,,100.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%ab%e0%b8%ad%e0%b8%a1/
2026-04-24,PPNSeafood,ปลาหมึกหอม(1 กก.),Squid,หมึก,-,,420.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%ab%e0%b8%ad%e0%b8%a1-2-3%e0%b8%95%e0%b8%b1%e0%b8%a7-1-%e0%b8%81%e0%b8%b4%e0%b9%82%e0%b8%a5%e0%b8%81%e0%b8%a3%e0%b8%b1%e0%b8%a1/
2026-04-24,PPNSeafood,ปลาหมึกหั่นวง(500 กรัม),Squid,หมึก,-,,250.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%ab%e0%b8%b1%e0%b9%88%e0%b8%99%e0%b8%a7%e0%b8%87/
2026-04-24,PPNSeafood,หมึกกรอบหั่น(1 กก.),Squid,หมึก,-,,130.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a3%e0%b8%ad%e0%b8%9a%e0%b8%ab%e0%b8%b1%e0%b9%88%e0%b8%99/
2026-04-24,PPNSeafood,ปลาหมึกกล้วย,Squid,หมึก,6-8ตัว(กก),,450.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a5%e0%b9%89%e0%b8%a7%e0%b8%a2/
2026-04-24,PPNSeafood,ปลาหมึกกล้วย,Squid,หมึก,ไม่ลอก6-8ตัว(กก),,450.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a5%e0%b9%89%e0%b8%a7%e0%b8%a2/
2026-04-24,PPNSeafood,ปลาหมึกกล้วย,Squid,หมึก,10-20ตัว(กก),,380.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a5%e0%b9%89%e0%b8%a7%e0%b8%a2/
2026-04-24,PPNSeafood,กรรเชียงปู(500 กรัม),Crab Meat,เนื้อปูแกะ,-,,1600.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b9%80%e0%b8%8a%e0%b8%b5%e0%b8%a2%e0%b8%87%e0%b8%9b%e0%b8%b9/
2026-04-24,PPNSeafood,ปูม้าเป็น,Blue Swimmer Crab,ปูม้า,3-4ตัว(กก),,800.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2%e0%b9%80%e0%b8%9b%e0%b9%87%e0%b8%99/
2026-04-24,PPNSeafood,ปูม้าเป็น,Blue Swimmer Crab,ปูม้า,5-6ตัว(กก),,650.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2%e0%b9%80%e0%b8%9b%e0%b9%87%e0%b8%99/
2026-04-24,PPNSeafood,เนื้อปูแกะ,Crab Meat,เนื้อปูแกะ,กลาง500กรัม,,1500.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%b9%e0%b9%81%e0%b8%81%e0%b8%b0/
2026-04-24,PPNSeafood,เนื้อปูแกะ,Crab Meat,เนื้อปูแกะ,จัมโบ้500กรัม,,2000.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%b9%e0%b9%81%e0%b8%81%e0%b8%b0/
2026-04-24,PPNSeafood,หอยแมลงภู่นิวซีแลนด์(1 กก.),Mussels,หอยแมลงภู่,-,,420.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b9%81%e0%b8%a1%e0%b8%a5%e0%b8%87%e0%b8%a0%e0%b8%b9%e0%b9%88%e0%b8%99%e0%b8%b4%e0%b8%a7%e0%b8%8b%e0%b8%b5%e0%b9%81%e0%b8%a5%e0%b8%99%e0%b8%94%e0%b9%8c/
2026-04-24,PPNSeafood,หอยหวาน(1 กก.),Spotted Babylon,หอยหวาน,-,,250.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b8%ab%e0%b8%a7%e0%b8%b2%e0%b8%99/
2026-04-24,PPNSeafood,หอยแมลงภู่(1 กก.),Mussels,หอยแมลงภู่,-,,120.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b9%81%e0%b8%a1%e0%b8%a5%e0%b8%87%e0%b8%a0%e0%b8%b9%e0%b9%88/
2026-04-24,PPNSeafood,หอยลาย(1 กก.),Baby Clams,หอยลาย,-,,225.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b8%a5%e0%b8%b2%e0%b8%a2/
2026-04-24,PPNSeafood,หอยตลับ(1 กก.),Hard Clams,หอยตลับ,-,,90.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b8%95%e0%b8%a5%e0%b8%b1%e0%b8%9a/
2026-04-24,PPNSeafood,หอยเชลล์ญี่ปุ่นฝาเดียว(800 กรัม),Scallops,หอยเชลล์,-,,400.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b9%80%e0%b8%8a%e0%b8%a5%e0%b8%a5%e0%b9%8c%e0%b8%8d%e0%b8%b5%e0%b9%88%e0%b8%9b%e0%b8%b8%e0%b9%88%e0%b8%99%e0%b8%9d%e0%b8%b2%e0%b9%80%e0%b8%94%e0%b8%b5%e0%b8%a2%e0%b8%a7/
2026-04-24,PPNSeafood,หอยเชลล์ไทย(250 กรัม),Scallops,หอยเชลล์,-,,250.0,,https://www.ppnseafoodwishing.com/product/%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b9%80%e0%b8%8a%e0%b8%a5%e0%b8%a5%e0%b9%8c%e0%b9%84%e0%b8%97%e0%b8%a2/
2026-04-24,PPNSeafood,เนื้อหอยลาย(1 กก.),Baby Clams,หอยลาย,-,,220.0,,https://www.ppnseafoodwishing.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b8%a5%e0%b8%b2%e0%b8%a2/
2026-04-24,supreme seafoods,หมึกหอม5-7ตัวต่อกิโล,Squid,หมึก,-,,480.0,,https://supremeseafoods.net/products/80617286
2026-04-24,supreme seafoods,ปูแป้นดองน้ำปลา 200 กรัม,Pickled Crab,ปูดอง,-,,265.0,,https://supremeseafoods.net/products/80446930
2026-04-24,supreme seafoods,แมงกะพรุนกระสุนล้างจืด 900G,Jellyfish,แมงกะพรุน,-,,890.0,,https://supremeseafoods.net/products/80370248
2026-04-24,supreme seafoods,หอยงวงช้างแช่แข็ง,Geoduck,หอยงวงช้าง,3-4 ขีด,,500.0,,https://supremeseafoods.net/products/80243053
2026-04-24,supreme seafoods,หอยงวงช้างแช่แข็ง,Geoduck,หอยงวงช้าง,7ขีด,,990.0,,https://supremeseafoods.net/products/80243053
2026-04-24,supreme seafoods,แก้มปลาฮามาจิ (ใหม่) ,Hamachi Kama,ปลาฮามาจิ,500 กรัม,,490.0,,https://supremeseafoods.net/products/80241242
2026-04-24,supreme seafoods,แก้มปลาฮามาจิ (ใหม่) ,Hamachi Kama,ปลาฮามาจิ,600 กรัม,,590.0,,https://supremeseafoods.net/products/80241242
2026-04-24,supreme seafoods,หมึกสายไข่แดดเดียว 250 กรัม,Squid,หมึก,-,,390.0,,https://supremeseafoods.net/products/79801127
2026-04-24,supreme seafoods,ฮามาจิแผ่น 1.7 kg,Hamachi Kama,ปลาฮามาจิ,-,,2490.0,,https://supremeseafoods.net/products/78746049
2026-04-24,supreme seafoods,เนื้อหอยเชลล์ไทย (1 กิโลกรัม),Scallops,หอยเชลล์,-,,980.0,,https://supremeseafoods.net/products/77874500
2026-04-24,supreme seafoods,ปลากุดสลาดกิโลละ1900,Leopard Coral Grouper,ปลากุดสลาด,ปลากุดสลาด 1.3กิโล,,1990.0,,https://supremeseafoods.net/products/76657107
2026-04-24,supreme seafoods,ปลากุดสลาดกิโลละ1900,Leopard Coral Grouper,ปลากุดสลาด,ปลากุดสลาด1.4,,2660.0,,https://supremeseafoods.net/products/76657107
2026-04-24,supreme seafoods,ปลากุดสลาดกิโลละ1900,Leopard Coral Grouper,ปลากุดสลาด,ปลากุดสลาด1.6,,3040.0,,https://supremeseafoods.net/products/76657107
2026-04-24,supreme seafoods,ปลากุดสลาดกิโลละ1900,Leopard Coral Grouper,ปลากุดสลาด,ปลากุดสลาด1.9กิโล,,3600.0,,https://supremeseafoods.net/products/76657107
2026-04-24,supreme seafoods,ปลากุดสลาดกิโลละ1900,Leopard Coral Grouper,ปลากุดสลาด,ปลากุดสลาด2.4กิโล,,4560.0,,https://supremeseafoods.net/products/76657107
2026-04-24,supreme seafoods,ปลากะพง ไซส์8-9ขีด/ตัว,Sea Bass,ปลากะพง,แบบตัวถอดเกล็ดควักใส้,,265.0,,https://supremeseafoods.net/products/76620765
2026-04-24,supreme seafoods,ปลากะพง ไซส์8-9ขีด/ตัว,Sea Bass,ปลากะพง,ผ่าผีเสื้อ,,265.0,,https://supremeseafoods.net/products/76620765
2026-04-24,supreme seafoods,หมึกกล้วยไซส์ใหญ่ ก้อนละ2กิโล,Squid,หมึก,-,,790.0,,https://supremeseafoods.net/products/76505768
2026-04-24,supreme seafoods,ปลากระบอกไข่ 500กรัม,Mullet,ปลากระบอก,-,,480.0,,https://supremeseafoods.net/products/74987767
2026-04-24,supreme seafoods,ปลาหิมะkirimi 100กรัม,Snow Fish,ปลาหิมะ,-,,290.0,,https://supremeseafoods.net/products/74962894
2026-04-24,supreme seafoods,กั้งไข่จัมโบ้ แพ็คผ่าหลัง,Mantish Shrimp,กั้ง,-,,380.0,,https://supremeseafoods.net/products/74851124
2026-04-24,supreme seafoods,กั้งจัมโบ้ น็อคบ่อ 3-5 ตัวโล,Mantish Shrimp,กั้ง,-,,890.0,,https://supremeseafoods.net/products/74766585
2026-04-24,supreme seafoods,ปลาทู 500 กรัม ,Short-bodied Mackerel,ปลาทู,-,,99.0,,https://supremeseafoods.net/products/74106689
2026-04-24,supreme seafoods,หมึกกล้วย 500กรัม,Squid,หมึก,-,,290.0,,https://supremeseafoods.net/products/73351075
2026-04-24,supreme seafoods,หมึกกระตอย 500กรัม,Squid,หมึก,-,,290.0,,https://supremeseafoods.net/products/73098861
2026-04-24,supreme seafoods,หอยเชลล์ 400 กรัม,Scallops,หอยเชลล์,-,,380.0,,https://supremeseafoods.net/products/72650721
2026-04-24,supreme seafoods,หอยแครงจัมโบ้  10-20 ตัวโล,Blood Cockles,หอยแครง,-,,380.0,,https://supremeseafoods.net/products/72593395
2026-04-24,supreme seafoods,หอยแมลงภู่ 500กรัม,Mussels,หอยแมลงภู่,-,,155.0,,https://supremeseafoods.net/products/72489285
2026-04-24,supreme seafoods,หอยลายGiant ,Baby Clams,หอยลาย,-,,280.0,,https://supremeseafoods.net/products/72478627
2026-04-24,supreme seafoods,เอ็นหอยจอบ 300 กรัม,Scallop Mantle,หอยจอบ,-,,290.0,,https://supremeseafoods.net/products/72453532
2026-04-24,supreme seafoods,หอยหวาน พรีเมี่ยม,Spotted Babylon,หอยหวาน,-,,1290.0,,https://supremeseafoods.net/products/72355676
2026-04-24,supreme seafoods,ปูม้า3- 6ตัวโล,Blue Swimmer Crab,ปูม้า,-,,690.0,,https://supremeseafoods.net/products/71951487
2026-04-24,supreme seafoods,กุ้งแม่น้ำ 4 - 5 ตัวโล,Prawn,กุ้งแม่น้ำ,-,,1090.0,,https://supremeseafoods.net/products/71899241
2026-04-24,supreme seafoods,หอยน้ำผึ้ง,Honey Snail,หอยน้ำผึ้ง,-,,220.0,,https://supremeseafoods.net/products/71871027
2026-04-24,supreme seafoods,กุ้งแม่น้ำ 8-10ตัวโล,Prawn,กุ้งแม่น้ำ,-,,690.0,,https://supremeseafoods.net/products/71843732
2026-04-24,supreme seafoods,กุ้งแชบ๊วย 500 กรัม,Banana Prawn,กุ้งแชบ๊วย,-,,345.0,,https://supremeseafoods.net/products/71813651
2026-04-24,supreme seafoods,สเต็ก แซลม่อน 160-180g,Salmon,แซลมอน,-,,160.0,,https://supremeseafoods.net/products/71576538
2026-04-24,supreme seafoods,กุ้งแม่น้ำ 12-16 ตัวโล,Prawn,กุ้งแม่น้ำ,-,,590.0,,https://supremeseafoods.net/products/71500633
2026-04-24,supreme seafoods,หอยชักตีน,Wing Shells,หอยชักตีน,-,,320.0,,https://supremeseafoods.net/products/71232396
2026-04-24,supreme seafoods,เป๋าฮื้อธรรมชาติ 500กรัม,Abalone,เป๋าฮื้อ,-,,990.0,,https://supremeseafoods.net/products/71159037
2026-04-24,supreme seafoods,หมึกหอมสด 1-2 ตัวโล,Squid,หมึก,-,,580.0,,https://supremeseafoods.net/products/71154234
2026-04-24,supreme seafoods,Kuruma ebi 500g,Tiger Prawn,กุ้งลายเสือ,-,,690.0,,https://supremeseafoods.net/products/71132953
2026-04-24,supreme seafoods,เนื้อก้ามปูจัมโบ้ น้ำหนัก500กรัม,Crab Meat,เนื้อปูแกะ,-,,690.0,,https://supremeseafoods.net/products/69900001
2026-04-24,supreme seafoods,ไข่หมึกกล้วย 500กรัม,Squid,หมึก,-,,280.0,,https://supremeseafoods.net/products/70330161
2026-04-24,supreme seafoods,กุ้งแม่น้ำ 2 - 3 ตัวโล,Prawn,กุ้งแม่น้ำ,-,,1390.0,,https://supremeseafoods.net/products/69609562
2026-04-24,supreme seafoods,หอยงวงช้าง,Geoduck,หอยงวงช้าง,ขนาด 350-400กรัม,,1890.0,,https://supremeseafoods.net/products/69635630
2026-04-24,supreme seafoods,หอยงวงช้าง,Geoduck,หอยงวงช้าง,"ขนาด 800-1,000กรัม/ตัว",,3790.0,,https://supremeseafoods.net/products/69635630
2026-04-24,supreme seafoods,กั้งแก้วแกะเปลือก 400 กรัม,Mantish Shrimp,กั้ง,-,,580.0,,https://supremeseafoods.net/products/69551922
2026-04-24,supreme seafoods,หมึกหอมสด 3-5 ตัวโล,Squid,หมึก,-,,490.0,,https://supremeseafoods.net/products/69550900
2026-04-24,supreme seafoods,หมึกไข่ DD 300กรัม,Squid,หมึก,-,,180.0,,https://supremeseafoods.net/products/69550844
2026-04-24,supreme seafoods,เนื้อหอยเชลล์ 40-60 ตัว/กิโลกรัม,Scallops,หอยเชลล์,-,,380.0,,https://supremeseafoods.net/products/69550042
2026-04-24,supreme seafoods,กุ้งลายเสือ,Tiger Prawn,กุ้งลายเสือ,กุ้งลายเสือขนาด 3 - 6 ตัว/กิโลกรัม,,1590.0,,https://supremeseafoods.net/products/69550021
2026-04-24,supreme seafoods,กุ้งลายเสือ,Tiger Prawn,กุ้งลายเสือ,กุ้งลายเสือขนาด 8 - 12 ตัว/กิโลกรัม,,1390.0,,https://supremeseafoods.net/products/69550021
2026-04-24,supreme seafoods,กุ้งลายเสือ,Tiger Prawn,กุ้งลายเสือ,กุ้งลายเสือจัมโบ้ (คัดไซส์ 3 ตัวโล),,1790.0,,https://supremeseafoods.net/products/69550021
2026-04-24,siriratseafood,กุ้งก้ามกราม,Prawn,กุ้งก้ามกราม,-,,320.0,,https://siriratseafood.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%81%e0%b9%89%e0%b8%b2%e0%b8%a1%e0%b8%81%e0%b8%a3%e0%b8%b2%e0%b8%a1/
